invoice_id,client_id,client_name,invoice_ref,business_unit,region,account_type,payment_method,revenue,cost,profit,tax,margin,days_to_pay,notes,invoice_date
INV000511,CL6886,"Savage, Chandler and Baker",REF-hJ04HI00,Operations,NT,SME,Cheque,251543.82,151892.17,99651.65,29895.49,39.62,74,Quidem officia velit necessitatibus.,2023-03-28
INV000512,CL5723,Irwin-Adams,REF-Xf54LV05,Treasury,TAS,Government,Direct Debit,108356.93,78637.78,29719.15,8915.75,27.43,8,Velit aspernatur molestiae debitis iure sapiente.,2024-12-09
INV000513,CL1336,Long-Moody,REF-qp09Rp10,Retail Banking,QLD,Non-profit,Credit Card,418111.01,217726.87,200384.14,60115.24,47.93,26,Deleniti ullam voluptas eligendi tempora fugiat.,2023-05-23
INV000514,CL8844,Clark Group,REF-Pt72QV55,Operations,NT,Non-profit,Cheque,220656.9,118853.32,101803.58,30541.07,46.14,42,,2023-04-22
INV000515,CL9230,Rodriguez-Duncan,REF-KH56Cg27,Operations,VIC,Government,Credit Card,206827.86,96957.54,109870.32,32961.1,53.12,12,,2024-02-03
INV000516,CL2753,Kline Ltd,REF-Ic90nP48,Corporate Banking,TAS,Enterprise,Credit Card,251017.77,160446.79,90570.98,27171.29,36.08,18,Occaecati sint aspernatur incidunt.,2023-05-07
INV000517,CL5407,Myers-Murphy,REF-xl40bG16,Treasury,VIC,Government,Credit Card,141203.11,101588.77,39614.34,11884.3,28.05,73,,2024-09-06
INV000518,CL7148,"Sutton, Jones and Owens",REF-bA38wg85,Insurance,ACT,Non-profit,Direct Debit,230338.57,114703.2,115635.37,34690.61,50.2,82,,2024-08-18
INV000519,CL1050,Figueroa Group,REF-Xh83Ea32,Insurance,SA,Enterprise,Direct Debit,152171.17,102839.12,49332.05,14799.61,32.42,60,Tenetur nobis beatae repellat autem.,2024-06-16
INV000520,CL7562,Reynolds Group,REF-LW32Dh45,Insurance,WA,Retail,Direct Debit,231976.22,113128.72,118847.5,35654.25,51.23,64,,2024-08-04
INV000521,CL3175,Johnson PLC,REF-Tg20Th80,Corporate Banking,VIC,SME,EFT,388530.9,164914.48,223616.42,67084.93,57.55,41,,2024-06-27
INV000522,CL8457,Clark-Miles,REF-tg61tR35,Wealth Management,TAS,SME,BPAY,489392.26,363955.45,125436.81,37631.04,25.63,65,Officia eveniet consequatur.,2024-09-05
INV000523,CL5431,Medina and Sons,REF-pd57oe62,Wealth Management,NSW,Retail,BPAY,99762.42,73649.66,26112.76,7833.83,26.17,41,Totam ad accusantium impedit at asperiores.,2024-10-23
INV000524,CL9320,"Stephens, Miller and Jackson",REF-ZU85mn96,Insurance,QLD,SME,BPAY,36974.93,17755.04,19219.89,5765.97,51.98,62,,2023-02-17
INV000525,CL2078,Mcclure Inc,REF-iJ50pp95,Treasury,NT,Retail,EFT,276101.75,163356.01,112745.74,33823.72,40.83,79,,2024-04-25
INV000526,CL5557,"Stephens, Howell and Buck",REF-cD32FM82,Insurance,ACT,Government,Direct Debit,49067.14,22002.68,27064.46,8119.34,55.16,15,Similique ullam itaque aperiam.,2024-09-26
INV000527,CL9150,Lopez Inc,REF-Jp95wS90,Operations,ACT,Government,EFT,52175.07,33983.4,18191.67,5457.5,34.87,39,,2023-09-19
INV000528,CL4808,Rodriguez Ltd,REF-dg10Os97,Insurance,NT,SME,Cheque,40979.9,26069.6,14910.3,4473.09,36.38,83,A consectetur dolorem vero possimus dolore.,2024-03-25
INV000529,CL3964,Boyd-Sellers,REF-Eq67jR24,Corporate Banking,QLD,SME,BPAY,100525.7,73755.61,26770.09,8031.03,26.63,35,,2023-09-23
INV000530,CL4175,Riggs-Chavez,REF-fK85HH44,Retail Banking,NT,Enterprise,Direct Debit,120536.23,82068.21,38468.02,11540.41,31.91,67,,2024-09-24
INV000531,CL5658,Bradley-Patterson,REF-QI55iH22,Insurance,WA,Retail,Direct Debit,471233.47,306418.96,164814.51,49444.35,34.98,21,,2024-05-18
INV000532,CL5747,French-Dyer,REF-aE11Jg32,Treasury,QLD,Retail,Direct Debit,375117.12,222748.18,152368.94,45710.68,40.62,38,,2024-02-20
INV000533,CL6326,"Jordan, Anderson and Wilson",REF-NQ45jG67,Operations,SA,Retail,BPAY,388352.83,262061.71,126291.12,37887.34,32.52,73,Voluptate provident aliquam neque ducimus.,2024-08-30
INV000534,CL6171,Robbins and Sons,REF-xN33Rc03,Retail Banking,QLD,SME,BPAY,230927.3,164751.6,66175.7,19852.71,28.66,50,Voluptas expedita aut cupiditate quae nihil.,2023-12-11
INV000535,CL1039,Sanchez-Anderson,REF-Vk98Hf86,Retail Banking,ACT,Government,Cheque,317024.56,176692.45,140332.11,42099.63,44.27,78,,2024-10-24
INV000536,CL6172,Matthews-Stanley,REF-QQ43HQ43,Operations,NSW,Government,Credit Card,407010.52,231275.03,175735.49,52720.65,43.18,77,,2023-07-10
INV000537,CL8952,Massey Inc,REF-pe55en85,Corporate Banking,VIC,SME,Credit Card,279208.6,115328.12,163880.48,49164.14,58.69,15,Ut numquam vitae voluptatem.,2024-11-10
INV000538,CL4729,Mann LLC,REF-SO91bp81,Wealth Management,ACT,Retail,BPAY,77111.47,52969.03,24142.44,7242.73,31.31,66,Sit cupiditate culpa facere nesciunt.,2023-11-11
INV000539,CL2090,"Mccoy, Singh and Thomas",REF-Zl85mw42,Operations,NT,SME,BPAY,32448.52,19560.92,12887.6,3866.28,39.72,14,,2024-08-30
INV000540,CL9002,Hester LLC,REF-ei76wh04,Insurance,TAS,Non-profit,EFT,196911.57,119016.21,77895.36,23368.61,39.56,57,,2023-12-26
INV000541,CL3866,Stout LLC,REF-GF79JO04,Insurance,ACT,Government,BPAY,202740.57,141352.83,61387.74,18416.32,30.28,75,,2024-07-19
INV000542,CL2488,Solis-Taylor,REF-ii85RP65,Operations,NSW,Retail,Cheque,198080.35,125715.59,72364.76,21709.43,36.53,34,,2024-10-14
INV000543,CL2484,Wood Group,REF-jo01CB95,Treasury,VIC,Non-profit,Cheque,368857.31,234898.7,133958.61,40187.58,36.32,38,,2023-05-23
INV000544,CL5696,Smith PLC,REF-If59aH41,Retail Banking,TAS,Retail,EFT,488728.55,244887.73,243840.82,73152.25,49.89,86,,2023-11-26
INV000545,CL6232,Carr-Fleming,REF-EA80JY63,Corporate Banking,ACT,Non-profit,Credit Card,392177.57,233386.54,158791.03,47637.31,40.49,13,,2024-04-05
INV000546,CL7147,Adams and Sons,REF-mD28Gd60,Insurance,ACT,SME,Cheque,485860.97,206541.28,279319.69,83795.91,57.49,62,,2024-05-04
INV000547,CL2340,Anderson-Brown,REF-Pf75kz56,Insurance,SA,Retail,BPAY,478320.68,198648.25,279672.43,83901.73,58.47,75,Assumenda ex nihil natus.,2024-07-26
INV000548,CL7145,"Mccoy, Wright and Blackwell",REF-kS78tq21,Retail Banking,VIC,SME,EFT,88570.58,48354.88,40215.7,12064.71,45.41,9,,2024-08-28
INV000549,CL9681,Carter and Sons,REF-nU89kP96,Wealth Management,ACT,Non-profit,BPAY,307464.69,156960.81,150503.88,45151.16,48.95,15,,2024-11-16
INV000550,CL7717,Kane-Middleton,REF-No89Bm76,Treasury,TAS,Enterprise,Cheque,480257.95,324277.19,155980.76,46794.23,32.48,78,,2024-01-27
INV000551,CL4729,Santiago-Cruz,REF-FV56dC25,Insurance,SA,Non-profit,Credit Card,79352.96,34529.19,44823.77,13447.13,56.49,27,,2024-09-07
INV000552,CL8430,Harrison-Malone,REF-Tk35pF25,Insurance,SA,Non-profit,EFT,149842.87,99346.68,50496.19,15148.86,33.7,45,,2023-04-23
INV000553,CL7078,Ramos Ltd,REF-pE95cc46,Corporate Banking,ACT,SME,EFT,76849.01,49020.31,27828.7,8348.61,36.21,62,,2024-09-02
INV000554,CL6110,"Herrera, Klein and Wilson",REF-jK55uh44,Insurance,ACT,SME,Credit Card,410373.45,287055.58,123317.87,36995.36,30.05,42,,2023-11-18
INV000555,CL2330,Moore Group,REF-Nl14eD17,Operations,ACT,Enterprise,Credit Card,206473.08,91206.82,115266.26,34579.88,55.83,66,Excepturi veritatis eum asperiores fuga magni.,2023-11-29
INV000556,CL7732,"Allen, Johnson and Williams",REF-RO36gS99,Operations,SA,Government,Cheque,126377.46,51407.57,74969.89,22490.97,59.32,8,,2024-07-22
INV000557,CL6612,"Spencer, Harper and Watson",REF-mP49Ya70,Treasury,SA,Non-profit,Cheque,132208.15,73609.18,58598.97,17579.69,44.32,27,Sint officiis sapiente quae quas.,2023-02-04
INV000558,CL4400,"Wagner, Adams and Jones",REF-IG62Vc54,Operations,WA,Government,BPAY,87327.66,55193.02,32134.64,9640.39,36.8,21,,2024-02-03
INV000559,CL7235,Baker-Clements,REF-Xl74sG75,Corporate Banking,NT,Enterprise,Cheque,333892.19,223643.37,110248.82,33074.65,33.02,76,,2023-03-12
INV000560,CL6620,Rodgers PLC,REF-xu21ZQ06,Treasury,WA,Non-profit,EFT,263247.57,196281.55,66966.02,20089.81,25.44,47,,2024-06-17
INV000561,CL1368,Walker Inc,REF-WK31Hq84,Operations,ACT,Retail,EFT,69677.4,35086.63,34590.77,10377.23,49.64,14,,2024-09-27
INV000562,CL1086,"Pitts, Coleman and Proctor",REF-if63nm93,Corporate Banking,VIC,Government,Credit Card,271099.61,135772.11,135327.5,40598.25,49.92,37,,2023-11-29
INV000563,CL5225,"Romero, Jones and Payne",REF-mY77FM37,Retail Banking,ACT,Government,Cheque,260560.27,178689.08,81871.19,24561.36,31.42,82,,2024-05-02
INV000564,CL1171,"Soto, Ball and Henry",REF-CJ84JJ92,Insurance,NSW,Government,BPAY,171933.39,80162.76,91770.63,27531.19,53.38,70,Saepe corrupti veniam.,2024-08-25
INV000565,CL3528,English-Vaughn,REF-TE57ya36,Wealth Management,VIC,Retail,Credit Card,277517.95,180666.69,96851.26,29055.38,34.9,74,,2023-11-12
INV000566,CL9094,Martin-Oconnor,REF-bL66hA41,Operations,NSW,SME,EFT,247555.1,116715.19,130839.91,39251.97,52.85,77,,2023-12-03
INV000567,CL2683,Randall-Love,REF-EQ48nW01,Insurance,NT,SME,EFT,22671.84,11527.5,11144.34,3343.3,49.15,71,,2023-03-17
INV000568,CL2226,"Kelley, Pearson and Buchanan",REF-Th37KO58,Insurance,QLD,Non-profit,BPAY,392199.7,256346.86,135852.84,40755.85,34.64,65,Voluptas mollitia vitae.,2024-12-13
INV000569,CL1306,Martinez Group,REF-Zk80bN04,Wealth Management,QLD,Retail,Cheque,277563.39,202684.41,74878.98,22463.69,26.98,73,Natus similique cum nihil veritatis.,2024-12-08
INV000570,CL2843,"Ramos, Mendoza and Lee",REF-FF39TL11,Retail Banking,VIC,Retail,Direct Debit,89525.38,37649.46,51875.92,15562.78,57.95,90,Distinctio consequatur enim nesciunt nam ratione.,2024-08-31
INV000571,CL5046,Garcia Ltd,REF-lR39ng61,Treasury,TAS,Enterprise,BPAY,404384.54,290018.0,114366.54,34309.96,28.28,54,,2024-11-30
INV000572,CL3296,"Lane, Johnson and Alvarez",REF-DJ89Nl50,Insurance,SA,SME,Credit Card,345725.33,163997.23,181728.1,54518.43,52.56,41,Praesentium est iure facere.,2024-03-20
INV000573,CL9269,"Chavez, Cooke and Hill",REF-Nd21nl93,Retail Banking,ACT,Enterprise,Direct Debit,360311.25,267448.49,92862.76,27858.83,25.77,67,,2024-03-05
INV000574,CL5610,"Torres, Aguilar and Hart",REF-Zi88DE31,Insurance,ACT,Non-profit,BPAY,499838.65,331437.56,168401.09,50520.33,33.69,24,,2023-10-31
INV000575,CL4809,Norman LLC,REF-jK80Fy82,Operations,NSW,Non-profit,BPAY,461551.07,328412.19,133138.88,39941.66,28.85,35,,2023-03-22
INV000576,CL4302,Leonard-Lewis,REF-pm26mb85,Corporate Banking,ACT,Government,BPAY,347016.96,222254.68,124762.28,37428.68,35.95,76,,2023-09-05
INV000577,CL2050,Guerra-Thompson,REF-uS82cJ64,Wealth Management,TAS,Retail,Direct Debit,220522.2,115531.01,104991.19,31497.36,47.61,16,Molestiae eos veritatis esse minima.,2024-03-07
INV000578,CL2083,Hernandez Ltd,REF-Ok77fX93,Operations,TAS,Non-profit,Cheque,240923.2,151614.24,89308.96,26792.69,37.07,66,Sequi nostrum temporibus impedit.,2023-10-03
INV000579,CL1841,Obrien PLC,REF-kB81zE20,Corporate Banking,VIC,Enterprise,BPAY,155065.66,62079.6,92986.06,27895.82,59.97,75,,2024-04-18
INV000580,CL8603,Smith LLC,REF-pf59sC02,Treasury,SA,Government,EFT,45102.48,27127.26,17975.22,5392.57,39.85,20,,2023-12-03
INV000581,CL9602,Jensen Group,REF-bo04rS45,Insurance,QLD,Retail,Direct Debit,307125.2,157873.56,149251.64,44775.49,48.6,29,,2024-01-22
INV000582,CL5845,Strong-Evans,REF-jX53OZ38,Insurance,ACT,SME,Direct Debit,169217.65,83071.04,86146.61,25843.98,50.91,25,,2023-02-21
INV000583,CL5024,Braun and Sons,REF-Ro88aM04,Retail Banking,WA,Government,Credit Card,248656.15,133623.75,115032.4,34509.72,46.26,75,,2024-08-05
INV000584,CL9024,Mcconnell Group,REF-yu32uu34,Operations,VIC,Non-profit,EFT,357621.51,178559.57,179061.94,53718.58,50.07,68,Iure labore qui omnis in eaque.,2023-11-11
INV000585,CL8857,Richards-Soto,REF-UN39ho33,Insurance,QLD,Retail,Credit Card,382728.76,227791.49,154937.27,46481.18,40.48,20,,2023-12-27
INV000586,CL3805,Salazar Inc,REF-aK18rR15,Corporate Banking,ACT,Enterprise,Credit Card,446080.82,184144.62,261936.2,78580.86,58.72,8,,2023-08-16
INV000587,CL7622,Gomez-Jenkins,REF-BP90Vj38,Treasury,WA,SME,Cheque,272529.04,179714.29,92814.75,27844.42,34.06,33,,2023-11-05
INV000588,CL6721,Davis-Phillips,REF-pV83zz62,Insurance,NT,SME,EFT,473275.63,255777.26,217498.37,65249.51,45.96,33,,2023-12-16
INV000589,CL8136,"Owens, Johnson and Wise",REF-QB08Yp29,Operations,ACT,Non-profit,BPAY,209763.39,112693.88,97069.51,29120.85,46.28,19,,2024-02-29
INV000590,CL4357,Jones-Key,REF-zt54ty27,Operations,TAS,Retail,Cheque,236638.84,122029.28,114609.56,34382.87,48.43,49,,2024-06-26
INV000591,CL7202,"Manning, Valdez and Mcneil",REF-eh01tP26,Operations,SA,SME,BPAY,324277.59,135468.85,188808.74,56642.62,58.22,87,Perspiciatis at rerum.,2023-04-14
INV000592,CL6969,Pruitt-Diaz,REF-Jh63Xe52,Wealth Management,ACT,SME,Credit Card,384273.05,178591.51,205681.54,61704.46,53.52,53,,2024-04-13
INV000593,CL9188,"Graham, Haas and Jackson",REF-PG11Mn56,Treasury,SA,Government,BPAY,189350.21,82836.34,106513.87,31954.16,56.25,18,Vero adipisci laboriosam.,2023-03-21
INV000594,CL9493,"Jacobs, Gill and Brewer",REF-We79hX68,Corporate Banking,ACT,Retail,BPAY,359115.28,173087.47,186027.81,55808.34,51.8,88,,2024-09-07
INV000595,CL6600,Maldonado Group,REF-Ih84br54,Insurance,NSW,Non-profit,Direct Debit,326704.46,242842.55,83861.91,25158.57,25.67,63,,2023-12-26
INV000596,CL6539,Underwood Group,REF-NN57KV98,Corporate Banking,WA,Enterprise,Cheque,64888.77,34942.04,29946.73,8984.02,46.15,68,,2024-11-26
INV000597,CL9988,"Mathews, Bullock and Russell",REF-fW34nx36,Treasury,VIC,SME,Credit Card,212553.57,154500.3,58053.27,17415.98,27.31,58,,2024-10-03
INV000598,CL6388,Adams Inc,REF-qJ38pn54,Retail Banking,SA,SME,Cheque,287128.67,122719.54,164409.13,49322.74,57.26,12,,2023-04-13
INV000599,CL8740,"Lawrence, Friedman and Powers",REF-JA87YF52,Operations,NT,Non-profit,Direct Debit,367485.7,168689.41,198796.29,59638.89,54.1,37,Sunt architecto praesentium.,2024-09-16
INV000600,CL5447,Ayers-Smith,REF-gl17lo97,Corporate Banking,VIC,Government,BPAY,250157.32,178293.33,71863.99,21559.2,28.73,64,,2024-06-04
INV000601,CL2063,Johnson-Barron,REF-TN54Iq23,Wealth Management,TAS,Government,Credit Card,302986.39,196591.16,106395.23,31918.57,35.12,33,Cum rem porro.,2023-11-10
INV000602,CL1219,"Atkinson, Lewis and Henderson",REF-bh54pJ36,Retail Banking,VIC,Non-profit,Direct Debit,238666.07,125014.89,113651.18,34095.35,47.62,43,Nostrum quisquam explicabo temporibus velit voluptatem.,2024-06-29
INV000603,CL3788,"King, Rivers and Mclaughlin",REF-NT54By09,Treasury,QLD,SME,BPAY,492001.99,313029.59,178972.4,53691.72,36.38,31,,2023-11-07
INV000604,CL1886,Garcia PLC,REF-jx13Ed82,Retail Banking,VIC,Non-profit,EFT,324001.02,178212.94,145788.08,43736.42,45.0,24,,2023-07-02
INV000605,CL6801,"Burgess, Zhang and Schroeder",REF-LZ80OU03,Treasury,WA,Enterprise,Credit Card,119389.26,77614.02,41775.24,12532.57,34.99,13,Natus voluptate magnam.,2023-04-03
INV000606,CL6516,Payne-Barron,REF-Qf50jD80,Operations,WA,Retail,BPAY,87675.68,60128.11,27547.57,8264.27,31.42,14,Maxime error veritatis delectus.,2024-07-12
INV000607,CL4645,Pollard LLC,REF-xP53Ta81,Treasury,SA,Enterprise,BPAY,495411.26,344950.47,150460.79,45138.24,30.37,33,Ea voluptatum nisi dolorem tempora qui.,2024-06-08
INV000608,CL2938,Gregory LLC,REF-Ct89XM38,Treasury,WA,Government,Cheque,313919.91,126459.38,187460.53,56238.16,59.72,11,,2023-01-02
INV000609,CL6214,Martin Ltd,REF-gB52Tf06,Operations,ACT,Non-profit,Credit Card,38825.77,28894.61,9931.16,2979.35,25.58,37,,2023-09-03
INV000610,CL3366,Wiley and Sons,REF-Kj09Qz54,Operations,WA,SME,Direct Debit,75524.41,38596.61,36927.8,11078.34,48.9,11,,2024-09-28
INV000611,CL8023,Ballard-Heath,REF-fB09Uu63,Corporate Banking,NSW,Enterprise,Credit Card,339137.92,220062.01,119075.91,35722.77,35.11,21,,2024-08-29
INV000612,CL1289,"Stewart, Cox and Burch",REF-wG23EA84,Insurance,NT,Government,Cheque,144055.43,92598.15,51457.28,15437.18,35.72,52,Minus esse iusto praesentium nemo aliquam.,2024-03-07
INV000613,CL9236,"Parker, Cherry and Adkins",REF-Cw73DH18,Retail Banking,QLD,Retail,BPAY,495297.29,253207.04,242090.25,72627.07,48.88,87,Repellat commodi fugit itaque delectus itaque.,2023-04-09
INV000614,CL7768,"Lee, Adkins and Cunningham",REF-Un37FV22,Operations,NT,Enterprise,Direct Debit,285874.73,126302.69,159572.04,47871.61,55.82,84,,2023-01-12
INV000615,CL5572,Weber-Montgomery,REF-An82LV21,Operations,WA,Government,Direct Debit,108465.19,68380.54,40084.65,12025.4,36.96,66,Consectetur repellendus tempora eaque numquam at.,2024-11-11
INV000616,CL9567,Williams LLC,REF-cL46QN94,Treasury,SA,Enterprise,BPAY,422568.56,299571.12,122997.44,36899.23,29.11,21,,2024-07-28
INV000617,CL1117,"Jones, Boyer and Reyes",REF-Vu39oo32,Wealth Management,VIC,Retail,Cheque,489410.97,241645.33,247765.64,74329.69,50.63,53,,2023-10-20
INV000618,CL8599,"Kim, Terry and Mercado",REF-yZ35Kf23,Wealth Management,ACT,Non-profit,Credit Card,44319.4,26097.11,18222.29,5466.69,41.12,29,,2024-07-27
INV000619,CL1587,"Stephens, Figueroa and Russell",REF-sM75Nk90,Wealth Management,WA,SME,BPAY,335298.81,137055.78,198243.03,59472.91,59.12,82,Laborum neque similique voluptatum voluptates perferendis.,2023-05-08
INV000620,CL8993,Mcdaniel LLC,REF-qh05Kz25,Wealth Management,WA,SME,Cheque,461574.43,341504.68,120069.75,36020.92,26.01,42,,2023-05-05
INV000621,CL6099,"Joseph, Lawrence and West",REF-uw31Ty99,Operations,NT,Enterprise,Cheque,222616.18,103613.76,119002.42,35700.73,53.46,47,,2024-10-22
INV000622,CL9580,Smith Inc,REF-XA20Gr66,Insurance,VIC,Enterprise,BPAY,322203.54,168961.42,153242.12,45972.64,47.56,30,,2024-05-15
INV000623,CL4422,Williams and Sons,REF-vw59Vg78,Operations,SA,Government,Credit Card,30532.86,15302.0,15230.86,4569.26,49.88,75,Quae quae laboriosam.,2023-02-11
INV000624,CL4784,Johnson Inc,REF-oA72SG24,Wealth Management,NSW,Enterprise,Cheque,215071.19,108202.79,106868.4,32060.52,49.69,38,,2023-12-01
INV000625,CL1977,"Adams, Rivas and Anderson",REF-MB40co31,Corporate Banking,ACT,Enterprise,Cheque,92950.41,53483.66,39466.75,11840.02,42.46,16,,2024-04-22
INV000626,CL4715,"Rivera, Whitaker and Reese",REF-Zz20Ns69,Corporate Banking,VIC,Non-profit,Direct Debit,118503.41,68004.97,50498.44,15149.53,42.61,78,,2023-08-09
INV000627,CL2725,Vega Group,REF-jE81PA50,Corporate Banking,QLD,Non-profit,EFT,279112.51,120091.74,159020.77,47706.23,56.97,54,,2024-03-02
INV000628,CL8666,Petersen LLC,REF-qF89AJ07,Retail Banking,NSW,Enterprise,BPAY,396881.67,289758.15,107123.52,32137.06,26.99,42,Nulla iusto ratione hic perferendis.,2023-12-07
INV000629,CL7881,Adams Inc,REF-OU90JA83,Corporate Banking,ACT,SME,Cheque,33651.61,14164.23,19487.38,5846.21,57.91,20,Praesentium dignissimos in.,2023-04-29
INV000630,CL2308,Marshall-Parks,REF-Ml47Mi80,Wealth Management,ACT,SME,Credit Card,169608.05,73607.06,96000.99,28800.3,56.6,24,,2024-10-23
INV000631,CL4869,"Gilmore, Byrd and Huff",REF-oE50Xa51,Retail Banking,WA,Enterprise,BPAY,88929.89,57314.19,31615.7,9484.71,35.55,57,,2023-06-02
INV000632,CL2504,Henry PLC,REF-LF71PY38,Insurance,VIC,Enterprise,BPAY,16417.8,6689.08,9728.72,2918.62,59.26,60,Molestiae amet at cum quasi eos.,2024-06-20
INV000633,CL7587,Lane and Sons,REF-NL45JX78,Operations,WA,SME,Credit Card,150724.91,61485.79,89239.12,26771.74,59.21,78,,2024-01-05
INV000634,CL3077,"Mitchell, Jimenez and Fletcher",REF-cn83bk90,Treasury,WA,SME,BPAY,473806.47,241399.39,232407.08,69722.12,49.05,82,,2024-01-06
INV000635,CL9920,"Burnett, Graves and Owens",REF-fM93VI98,Corporate Banking,NSW,Non-profit,Cheque,13110.07,6191.68,6918.39,2075.52,52.77,38,,2023-06-22
INV000636,CL3952,Miller and Sons,REF-sa67mN31,Retail Banking,QLD,Enterprise,BPAY,430538.16,310889.85,119648.31,35894.49,27.79,65,,2023-03-09
INV000637,CL6683,Mills Inc,REF-Uc60GS03,Operations,NSW,Enterprise,Direct Debit,187681.65,140159.04,47522.61,14256.78,25.32,77,Ab cumque quam totam vel aut.,2023-09-13
INV000638,CL5836,"Turner, Reid and Holmes",REF-ns05ep12,Operations,NSW,SME,EFT,226790.26,162690.09,64100.17,19230.05,28.26,19,Consectetur corrupti fugit atque neque eius.,2024-10-08
INV000639,CL8883,"Adams, Baker and Jennings",REF-th04if75,Treasury,TAS,Non-profit,Cheque,478766.0,308298.67,170467.33,51140.2,35.61,35,,2024-10-22
INV000640,CL7047,Cox Ltd,REF-Xy46WA28,Treasury,NT,SME,BPAY,467396.09,326393.54,141002.55,42300.76,30.17,39,,2023-06-09
INV000641,CL7942,Austin and Sons,REF-rj46vM31,Treasury,TAS,Government,EFT,157638.45,67744.07,89894.38,26968.31,57.03,73,,2024-06-25
INV000642,CL5587,Little LLC,REF-Sn29tS49,Operations,ACT,Enterprise,Direct Debit,327549.99,206437.7,121112.29,36333.69,36.98,23,,2024-06-17
INV000643,CL8039,Hill Group,REF-mQ03qe53,Retail Banking,QLD,Enterprise,Direct Debit,99807.64,40068.88,59738.76,17921.63,59.85,77,,2023-04-10
INV000644,CL3385,"Clark, Bush and Jackson",REF-Cj61ak60,Treasury,TAS,Government,Credit Card,144542.24,105801.08,38741.16,11622.35,26.8,58,Qui nobis incidunt id ipsa ipsam.,2024-03-26
INV000645,CL3769,Cross-Brown,REF-zn12GT37,Corporate Banking,WA,Enterprise,Credit Card,291790.24,142570.5,149219.74,44765.92,51.14,18,,2023-03-07
INV000646,CL2641,Wright-Pratt,REF-Ns63Xe88,Corporate Banking,QLD,Retail,Cheque,313463.82,129223.87,184239.95,55271.99,58.78,51,Eaque quos dolorum corrupti ducimus.,2023-04-13
INV000647,CL7298,Tapia Inc,REF-xO39Ri05,Operations,QLD,Retail,Direct Debit,70563.95,42165.1,28398.85,8519.65,40.25,77,Nisi cumque perferendis hic occaecati.,2024-07-04
INV000648,CL5275,Chang PLC,REF-Bj92PB69,Corporate Banking,VIC,Enterprise,Direct Debit,124314.15,87473.82,36840.33,11052.1,29.63,43,,2023-08-22
INV000649,CL2150,"Duran, Lee and Daniels",REF-Np16dr32,Retail Banking,WA,SME,BPAY,282947.52,193969.77,88977.75,26693.33,31.45,47,,2023-09-09
INV000650,CL2901,Mata Ltd,REF-UF61hU24,Treasury,VIC,Enterprise,Credit Card,292406.99,163580.91,128826.08,38647.82,44.06,46,,2024-08-01
INV000651,CL3567,"Watson, Jackson and Bryant",REF-FU51wb19,Treasury,NT,SME,Cheque,222785.67,118117.3,104668.37,31400.51,46.98,55,,2024-01-06
INV000652,CL6751,"Martin, Krueger and Bennett",REF-lj87gr88,Corporate Banking,SA,Non-profit,Cheque,173528.36,77467.9,96060.46,28818.14,55.36,29,Laboriosam sit nesciunt.,2023-07-25
INV000653,CL9283,Rodriguez LLC,REF-oC18dY08,Wealth Management,NT,Retail,Direct Debit,466660.44,207936.29,258724.15,77617.24,55.44,22,Maxime porro praesentium beatae.,2023-03-03
INV000654,CL3433,"Meyer, Arnold and Bray",REF-aY50xC69,Treasury,ACT,Non-profit,EFT,245805.53,152617.62,93187.91,27956.37,37.91,23,Veritatis eos voluptatum labore placeat.,2023-05-21
INV000655,CL1535,Graham and Sons,REF-Dg99hp45,Retail Banking,ACT,SME,Credit Card,341727.66,156708.77,185018.89,55505.67,54.14,71,,2024-03-04
INV000656,CL5246,"Nguyen, Velazquez and Johnson",REF-RZ77jQ94,Retail Banking,VIC,Enterprise,BPAY,214411.15,86159.25,128251.9,38475.57,59.82,86,,2024-01-08
INV000657,CL1851,Mccormick-Ross,REF-eq61mv55,Insurance,WA,Non-profit,Cheque,176078.15,91167.98,84910.17,25473.05,48.22,77,,2024-12-20
INV000658,CL4304,"Walsh, Crane and Andrade",REF-Vj24kO78,Corporate Banking,TAS,Enterprise,Credit Card,429550.12,291158.15,138391.97,41517.59,32.22,41,,2023-05-27
INV000659,CL9060,"Payne, Phillips and Avila",REF-WW96IU36,Wealth Management,ACT,Non-profit,Direct Debit,254266.37,131840.3,122426.07,36727.82,48.15,88,Eligendi ex placeat commodi reprehenderit.,2023-03-04
INV000660,CL7607,Ball-Benjamin,REF-rK67nK50,Treasury,WA,Enterprise,Cheque,87797.2,59631.58,28165.62,8449.69,32.08,82,,2024-01-26
INV000661,CL2925,Spencer Ltd,REF-lq62Qp29,Wealth Management,WA,Retail,BPAY,407129.17,173686.58,233442.59,70032.78,57.34,45,,2023-09-16
INV000662,CL9077,Nunez Inc,REF-mG05oA45,Insurance,WA,Non-profit,Credit Card,111602.13,51320.26,60281.87,18084.56,54.01,47,,2024-11-01
INV000663,CL3300,"Lawrence, Martin and Ponce",REF-Ra28jZ26,Wealth Management,NT,Enterprise,Cheque,119760.49,54723.04,65037.45,19511.23,54.31,54,,2024-03-10
INV000664,CL6418,"White, Baker and Larsen",REF-iu75ec92,Operations,QLD,SME,Cheque,153703.97,89222.83,64481.14,19344.34,41.95,54,Ex cumque labore expedita.,2023-05-14
INV000665,CL7265,"Herrera, Pope and Pugh",REF-oM14Kp12,Corporate Banking,NT,Enterprise,Direct Debit,70688.3,42988.67,27699.63,8309.89,39.19,49,,2023-09-21
